Geography,Geographic Area Name,POV_kids5years%,POV_Fem_NoSpouse%,AgeAbove65%,HealthIns65%,NoVeh%,Fem_NoSpouse%,AgeUnder5%,POV_Income12m%,Language_NoEnglish%,Disability%,RenterOccupied5+%,No_School%,NoComp_NoInt%,Pop_Den,UnemployedCiv%,MobileHome%,BlackPop%,RenterOccupied%,HispanicPOP%,Household_Size_avg
1500000US120860001071,Block Group 1; Census Tract 1.07; Miami-Dade County; Florida,0.00,0.00,28.54,1.24,5.94,24.83,2.85,5.59,0.00,31.27,8.42,0.00,0.00,3374.42,0.00,0.00,2.47,54.21,28.16,2.6
1500000US120860110111,Block Group 1; Census Tract 110.11; Miami-Dade County; Florida,0.00,21.84,8.95,0.20,0.00,21.84,11.29,32.90,16.20,38.39,0.00,3.18,0.23,1876.31,3.13,0.00,23.12,11.45,76.88,4.7
1500000US120860110112,Block Group 2; Census Tract 110.11; Miami-Dade County; Florida,0.00,0.00,14.45,0.00,2.41,24.21,2.30,17.58,10.25,37.38,2.17,4.88,20.96,1907.87,2.39,0.00,16.26,74.58,81.15,2.47
1500000US120860110121,Block Group 1; Census Tract 110.12; Miami-Dade County; Florida,0.00,0.00,9.27,0.00,3.70,31.41,6.37,22.44,6.07,52.79,1.85,3.36,1.85,1671.96,6.03,0.00,28.97,17.13,69.41,4
1500000US120860110122,Block Group 2; Census Tract 110.12; Miami-Dade County; Florida,6.58,9.72,21.07,0.00,4.01,38.87,6.48,13.79,18.58,15.60,1.89,8.90,2.12,2878.53,3.63,0.00,3.49,12.26,78.51,3.27
1500000US120860110131,Block Group 1; Census Tract 110.13; Miami-Dade County; Florida,0.00,1.37,8.30,0.00,2.35,10.82,4.11,10.67,12.80,14.29,3.97,1.76,15.86,2800.13,1.51,0.00,9.29,11.89,83.03,3.99
1500000US120860110132,Block Group 2; Census Tract 110.13; Miami-Dade County; Florida,0.00,24.66,12.29,0.00,0.34,52.51,7.15,26.94,12.13,37.57,13.09,0.00,0.00,2965.30,2.52,0.00,0.00,31.21,93.76,3.33
1500000US120860110141,Block Group 1; Census Tract 110.14; Miami-Dade County; Florida,0.00,7.28,9.47,0.00,0.00,28.40,13.78,7.28,4.28,6.32,0.00,1.24,8.20,2091.80,0.59,0.00,32.20,59.40,61.14,3.04
1500000US120860110142,Block Group 2; Census Tract 110.14; Miami-Dade County; Florida,0.00,1.93,14.88,1.42,7.30,13.99,10.01,11.43,0.13,27.02,1.30,2.40,0.50,1783.78,6.52,0.00,13.86,24.50,53.19,3.02
1500000US120860110151,Block Group 1; Census Tract 110.15; Miami-Dade County; Florida,0.00,1.69,2.15,0.00,0.00,31.25,14.53,1.69,1.74,5.57,4.36,1.47,0.00,4724.68,2.76,0.00,26.04,12.59,67.08,3.15
1500000US120860110152,Block Group 2; Census Tract 110.15; Miami-Dade County; Florida,0.00,1.64,11.61,0.00,0.00,30.16,2.34,3.99,2.05,21.14,0.00,2.22,0.85,3462.04,0.43,0.00,39.02,11.96,47.04,3.94
1500000US120860110153,Block Group 3; Census Tract 110.15; Miami-Dade County; Florida,0.00,0.00,8.65,0.00,0.00,15.98,2.55,0.00,4.69,24.19,9.87,0.63,0.00,1182.26,1.17,0.00,28.32,31.49,57.02,3.24
1500000US120860111031,Block Group 1; Census Tract 111.03; Miami-Dade County; Florida,0.00,19.67,8.45,0.00,0.00,32.38,12.39,38.53,2.94,38.33,0.00,3.84,14.06,1594.74,0.00,94.60,0.00,34.38,99.14,3.25
1500000US120860111032,Block Group 2; Census Tract 111.03; Miami-Dade County; Florida,3.07,0.00,4.84,0.87,2.31,63.20,7.36,3.07,2.09,20.50,5.26,0.00,11.81,3116.32,0.00,0.00,39.18,95.64,60.97,2.65
1500000US120860111041,Block Group 1; Census Tract 111.04; Miami-Dade County; Florida,16.62,42.27,0.00,0.00,29.56,42.27,24.13,42.27,22.03,32.99,22.38,1.30,5.25,4269.51,0.00,0.00,3.73,67.68,96.27,4.66
1500000US120860111042,Block Group 2; Census Tract 111.04; Miami-Dade County; Florida,0.00,5.25,3.47,0.00,12.50,5.25,7.29,40.53,68.16,17.83,4.59,4.11,27.55,5016.67,0.00,0.00,35.60,67.60,65.32,3.6
1500000US120860111043,Block Group 3; Census Tract 111.04; Miami-Dade County; Florida,14.59,8.19,3.40,0.00,42.16,27.05,13.80,30.96,3.74,8.06,0.00,3.40,50.99,789.41,0.00,28.34,3.77,93.16,96.23,2.4
1500000US120860111044,Block Group 4; Census Tract 111.04; Miami-Dade County; Florida,0.00,9.09,5.94,0.69,16.23,9.09,4.94,62.68,31.63,15.90,24.17,4.48,40.73,5078.35,0.00,12.57,8.26,100.00,88.66,3.58
1500000US120860111051,Block Group 1; Census Tract 111.05; Miami-Dade County; Florida,0.00,0.00,15.82,0.00,0.00,5.54,1.94,5.54,2.86,60.56,0.00,0.00,5.15,540.57,6.57,0.00,0.00,6.06,53.28,3.28
1500000US120860111052,Block Group 2; Census Tract 111.05; Miami-Dade County; Florida,0.00,7.81,8.83,0.00,4.36,14.37,7.74,7.81,0.70,31.03,0.00,0.76,7.69,1068.09,0.99,1.41,7.32,8.85,76.80,3.87
1500000US120860111061,Block Group 1; Census Tract 111.06; Miami-Dade County; Florida,4.63,4.63,19.07,0.00,7.64,54.09,2.47,4.63,1.92,26.18,0.00,11.82,4.32,385.49,0.00,0.00,0.00,7.64,74.47,4.57
1500000US120860111062,Block Group 2; Census Tract 111.06; Miami-Dade County; Florida,0.00,3.94,6.04,0.28,0.29,15.12,11.94,38.74,17.57,28.34,33.48,4.33,6.23,1716.38,0.00,0.00,4.73,43.19,88.17,4.05
1500000US120860112031,Block Group 1; Census Tract 112.03; Miami-Dade County; Florida,0.00,14.31,1.54,0.00,14.18,24.03,22.52,67.81,32.19,24.48,55.62,3.84,13.94,9734.78,0.00,0.00,0.00,93.28,99.66,3.98
1500000US120860112032,Block Group 2; Census Tract 112.03; Miami-Dade County; Florida,0.00,22.83,7.90,0.00,20.23,41.96,13.39,36.74,26.60,22.56,39.47,7.41,26.70,3622.51,1.69,0.00,7.01,78.11,91.11,4.69
1500000US120860112033,Block Group 3; Census Tract 112.03; Miami-Dade County; Florida,0.00,4.59,12.08,0.00,0.00,13.76,1.01,4.59,3.63,30.04,20.58,0.00,11.52,2441.02,0.00,0.00,26.06,24.69,60.07,3.68
1500000US120860112041,Block Group 1; Census Tract 112.04; Miami-Dade County; Florida,4.12,0.00,16.18,0.71,1.39,21.91,6.96,6.73,4.09,17.13,0.00,0.71,11.73,1000.42,1.26,0.00,0.10,7.72,66.73,3.06
1500000US120860112051,Block Group 1; Census Tract 112.05; Miami-Dade County; Florida,3.47,10.06,7.01,0.00,10.81,34.19,11.23,28.89,6.73,20.54,19.02,4.47,9.71,3665.13,1.71,0.00,37.65,49.38,44.91,3.28
1500000US120860112052,Block Group 2; Census Tract 112.05; Miami-Dade County; Florida,0.00,6.23,4.51,0.00,0.73,24.93,3.57,14.24,1.31,36.86,0.00,1.01,5.58,1124.40,2.69,0.00,12.32,9.95,63.93,3.61
1500000US120860112061,Block Group 1; Census Tract 112.06; Miami-Dade County; Florida,0.00,0.00,13.69,1.99,2.24,14.49,11.12,6.67,6.29,18.58,5.97,2.57,3.23,1193.25,0.51,0.00,1.35,19.65,79.43,3.86
1500000US120860112062,Block Group 2; Census Tract 112.06; Miami-Dade County; Florida,0.00,0.00,11.48,0.00,0.00,5.37,2.07,7.63,0.67,11.19,0.00,5.08,6.48,185.63,1.57,0.00,0.00,5.52,68.26,3.82
1500000US120860113011,Block Group 1; Census Tract 113.01; Miami-Dade County; Florida,0.00,0.00,2.56,0.00,12.42,1.46,3.09,22.45,36.26,8.00,30.93,9.66,25.96,3440.80,9.37,0.00,8.38,80.36,91.62,3.88
1500000US120860113012,Block Group 2; Census Tract 113.01; Miami-Dade County; Florida,68.27,3.30,4.11,0.00,12.32,21.07,19.49,68.27,13.25,73.95,0.00,3.05,31.51,4856.54,1.49,0.00,89.48,99.84,9.78,2.5
1500000US120860113013,Block Group 3; Census Tract 113.01; Miami-Dade County; Florida,0.00,33.03,20.56,0.00,8.41,37.62,14.54,50.46,3.06,60.00,28.97,6.76,43.46,1033.20,13.66,20.21,78.71,65.42,20.71,3.18
1500000US120860113021,Block Group 1; Census Tract 113.02; Miami-Dade County; Florida,3.33,11.78,12.38,1.03,15.27,34.44,6.38,28.22,14.32,36.39,11.20,6.65,17.72,1945.30,2.43,0.00,11.35,45.01,78.97,3.74
1500000US120860113022,Block Group 2; Census Tract 113.02; Miami-Dade County; Florida,0.00,40.45,8.42,2.11,24.47,59.71,13.80,42.06,10.33,57.97,16.95,5.29,26.91,5365.26,4.90,0.00,61.09,84.64,36.01,3.76
1500000US120860113023,Block Group 3; Census Tract 113.02; Miami-Dade County; Florida,22.54,20.42,5.10,0.00,58.03,35.92,28.52,36.62,14.75,34.66,21.41,9.66,32.68,1957.87,3.09,0.00,11.75,100.00,78.44,3.65
1500000US120860114051,Block Group 1; Census Tract 114.05; Miami-Dade County; Florida,0.00,0.00,7.23,0.00,0.00,30.80,4.56,3.81,0.00,42.56,27.61,5.13,16.26,2068.61,0.00,0.00,54.45,81.29,46.57,4.22
1500000US120860114052,Block Group 2; Census Tract 114.05; Miami-Dade County; Florida,2.55,11.96,27.43,0.00,14.67,29.22,9.99,27.65,4.47,24.65,11.15,2.00,11.88,1110.58,0.00,0.00,38.19,61.46,61.40,2.67
1500000US120860114061,Block Group 1; Census Tract 114.06; Miami-Dade County; Florida,0.00,9.09,9.74,6.64,7.78,47.27,10.62,9.09,0.00,60.99,0.00,7.74,40.72,597.23,4.20,0.00,26.55,56.29,70.35,2.71
1500000US120860114062,Block Group 2; Census Tract 114.06; Miami-Dade County; Florida,0.00,6.53,10.39,0.00,0.00,13.47,2.25,20.82,2.30,20.00,18.65,5.24,35.32,2182.61,1.31,0.00,16.01,65.87,80.15,4.14
1500000US120860114063,Block Group 3; Census Tract 114.06; Miami-Dade County; Florida,0.00,11.69,16.27,0.00,3.77,25.71,16.46,20.52,2.72,64.42,3.14,1.10,4.60,1158.18,0.00,75.52,0.00,23.01,53.21,3.23
1500000US120860114071,Block Group 1; Census Tract 114.07; Miami-Dade County; Florida,0.00,6.31,5.28,0.00,0.00,30.65,4.79,15.24,5.32,51.59,30.58,4.92,4.81,4701.21,4.73,0.00,42.50,59.97,58.12,5.3
1500000US120860114072,Block Group 2; Census Tract 114.07; Miami-Dade County; Florida,0.00,3.11,31.51,0.00,3.95,27.11,8.52,15.11,2.21,43.25,10.33,0.00,9.42,972.08,0.93,88.24,3.62,28.27,53.79,2.6
1500000US120860114081,Block Group 1; Census Tract 114.08; Miami-Dade County; Florida,0.00,11.27,7.59,0.67,3.86,55.87,8.84,28.33,6.09,18.48,69.67,0.96,17.45,5.79,1.35,0.00,18.17,96.71,71.05,4.74
1500000US120860114091,Block Group 1; Census Tract 114.09; Miami-Dade County; Florida,0.00,51.10,7.42,0.00,9.52,67.24,14.59,51.10,0.00,29.39,0.00,0.00,0.00,1877.72,7.38,0.00,38.18,81.39,56.58,3.44
1500000US120860114092,Block Group 2; Census Tract 114.09; Miami-Dade County; Florida,0.00,0.00,23.48,0.00,0.00,63.91,6.46,0.00,0.11,33.88,0.00,0.00,0.00,672.30,15.07,0.00,10.37,19.89,39.53,2.89
1500000US120860114093,Block Group 3; Census Tract 114.09; Miami-Dade County; Florida,0.00,0.00,7.33,0.00,4.75,18.50,1.03,4.43,3.14,25.28,5.80,1.34,14.66,1397.74,1.46,4.11,16.14,49.47,76.26,3.47
1500000US120860114101,Block Group 1; Census Tract 114.10; Miami-Dade County; Florida,0.00,11.22,6.49,0.00,1.82,31.31,4.72,11.22,0.00,10.66,0.00,0.00,7.52,2008.62,5.35,0.00,35.27,66.06,32.20,4
1500000US120860114102,Block Group 2; Census Tract 114.10; Miami-Dade County; Florida,0.00,2.12,7.96,0.00,0.00,33.65,1.23,2.12,0.00,19.60,0.00,0.00,1.98,125.01,0.00,0.00,0.61,37.44,58.41,2.47
1500000US120860114111,Block Group 1; Census Tract 114.11; Miami-Dade County; Florida,0.00,0.00,10.15,0.00,0.00,0.00,10.15,0.00,0.00,0.00,32.56,0.00,26.36,757.18,0.00,0.00,0.00,58.92,77.85,3.74
1500000US120860114112,Block Group 2; Census Tract 114.11; Miami-Dade County; Florida,0.89,1.60,14.70,0.00,0.00,31.79,4.35,2.49,2.84,14.64,0.00,0.00,0.00,2843.89,0.39,0.00,10.75,21.57,77.68,3.18
1500000US120860114121,Block Group 1; Census Tract 114.12; Miami-Dade County; Florida,0.00,0.00,2.60,0.00,1.79,45.49,8.49,7.07,4.74,18.55,0.00,1.76,11.55,9147.64,0.00,0.00,5.24,48.17,66.17,2.75
1500000US120860114122,Block Group 2; Census Tract 114.12; Miami-Dade County; Florida,8.18,12.14,0.50,0.00,0.00,15.77,11.70,12.14,0.00,19.01,6.52,0.00,0.00,11112.00,0.00,0.00,34.20,74.15,60.71,3
1500000US120860114123,Block Group 3; Census Tract 114.12; Miami-Dade County; Florida,0.00,0.00,4.50,0.00,0.00,0.00,18.09,0.00,0.00,15.24,0.00,0.00,0.00,4.48,0.00,0.00,66.01,59.38,13.49,2.59
1500000US120860115001,Block Group 1; Census Tract 115; Miami-Dade County; Florida,21.70,0.00,14.16,6.77,0.00,0.00,7.39,21.70,0.00,40.08,0.00,0.00,18.69,109.93,1.38,0.00,7.90,28.37,63.16,2.74
1500000US120860115002,Block Group 2; Census Tract 115; Miami-Dade County; Florida,0.00,0.00,18.06,0.00,0.00,41.29,4.55,0.00,0.00,35.79,0.00,8.72,0.00,45.66,0.00,0.00,0.25,0.00,68.55,4.08
1500000US120860115003,Block Group 3; Census Tract 115; Miami-Dade County; Florida,0.00,0.00,19.19,0.00,0.00,6.53,4.16,0.00,8.43,29.19,0.00,0.00,8.04,0.37,0.00,0.00,4.28,0.00,79.08,4.28
1500000US120860115004,Block Group 4; Census Tract 115; Miami-Dade County; Florida,0.00,0.00,29.36,0.00,0.00,0.00,12.34,0.00,0.00,50.54,0.00,0.00,0.00,16.22,0.00,0.00,0.00,0.00,79.57,2.4
1500000US120860115005,Block Group 5; Census Tract 115; Miami-Dade County; Florida,0.00,0.00,11.54,0.00,3.71,2.74,3.11,0.00,2.93,13.68,7.70,1.38,6.19,67.63,0.00,0.00,0.00,17.06,93.10,2.79
1500000US120860115006,Block Group 6; Census Tract 115; Miami-Dade County; Florida,0.00,0.00,15.49,0.00,0.00,0.00,1.66,0.00,6.85,3.43,0.00,0.00,19.30,53.59,0.00,24.32,51.99,23.42,28.76,2.86
1500000US120860116011,Block Group 1; Census Tract 116.01; Miami-Dade County; Florida,0.00,0.00,27.80,2.31,7.58,18.57,3.49,2.86,17.58,31.55,9.16,3.14,10.16,3754.77,6.04,0.00,20.24,17.74,65.23,2.91
1500000US120860116012,Block Group 2; Census Tract 116.01; Miami-Dade County; Florida,0.00,0.00,12.84,0.00,3.46,5.01,0.29,24.01,0.00,21.34,12.55,0.00,5.20,4493.73,10.60,0.00,2.65,62.12,94.64,3.68
1500000US120860116021,Block Group 1; Census Tract 116.02; Miami-Dade County; Florida,0.00,8.95,7.62,0.61,3.29,30.05,8.57,15.56,4.45,4.39,1.93,0.42,3.87,7812.57,3.28,0.00,13.30,59.48,83.92,2.54
1500000US120860116022,Block Group 2; Census Tract 116.02; Miami-Dade County; Florida,0.00,0.00,0.00,0.00,0.00,5.15,2.65,0.00,16.61,20.83,13.33,5.15,0.00,1606.41,0.00,0.00,2.36,100.00,94.35,3.33
1500000US120860117011,Block Group 1; Census Tract 117.01; Miami-Dade County; Florida,0.00,0.00,23.70,0.00,0.00,35.27,0.00,0.00,0.51,40.07,0.00,5.19,0.00,2758.48,1.65,0.00,3.42,0.00,91.16,2.92
1500000US120860117012,Block Group 2; Census Tract 117.01; Miami-Dade County; Florida,0.00,0.00,30.12,0.00,0.00,60.28,0.00,0.00,7.73,19.53,0.00,0.32,0.00,3757.72,0.00,0.00,15.33,0.00,82.42,3.03
1500000US120860117021,Block Group 1; Census Tract 117.02; Miami-Dade County; Florida,3.51,6.02,16.60,0.00,18.43,50.17,5.96,13.71,9.78,20.63,3.09,1.28,9.27,5091.54,1.51,0.00,4.13,100.00,91.75,2.41
1500000US120860117022,Block Group 2; Census Tract 117.02; Miami-Dade County; Florida,0.00,0.00,15.02,0.00,12.42,36.36,3.29,0.00,9.89,19.48,0.00,1.38,15.18,9627.18,1.46,0.00,11.04,62.53,78.53,2.46
1500000US120860118001,Block Group 1; Census Tract 118; Miami-Dade County; Florida,0.00,0.00,22.87,0.00,0.00,7.62,3.25,4.02,9.28,41.55,0.00,0.60,0.00,3020.88,0.60,0.00,16.61,4.13,74.60,3.31
1500000US120860118002,Block Group 2; Census Tract 118; Miami-Dade County; Florida,0.00,3.51,25.56,0.00,0.00,35.53,1.46,6.14,8.15,28.10,6.29,7.29,5.99,2397.73,0.68,0.00,15.84,21.26,72.89,3.08
1500000US120860119001,Block Group 1; Census Tract 119; Miami-Dade County; Florida,3.61,4.25,8.85,0.00,1.12,26.54,5.95,7.86,10.68,20.23,3.08,7.64,7.70,1051.66,2.08,0.00,2.85,28.99,90.13,2.89
1500000US120860119002,Block Group 2; Census Tract 119; Miami-Dade County; Florida,0.00,0.00,21.02,0.00,7.19,22.15,1.98,3.03,13.61,5.59,6.39,1.19,0.00,2450.52,3.57,0.00,19.66,8.15,72.01,2.82
1500000US120860119003,Block Group 3; Census Tract 119; Miami-Dade County; Florida,0.00,6.06,12.08,0.00,0.00,29.74,11.01,6.06,9.07,22.91,0.00,1.95,2.59,5903.39,2.15,0.00,4.61,31.02,86.43,3.16
1500000US120860120011,Block Group 1; Census Tract 120.01; Miami-Dade County; Florida,6.43,6.81,3.61,0.00,3.47,28.15,5.27,18.25,9.88,19.63,0.36,0.62,1.23,7366.84,5.66,0.00,16.92,93.86,70.79,2.22
1500000US120860120021,Block Group 1; Census Tract 120.02; Miami-Dade County; Florida,0.00,0.00,0.00,0.00,0.00,24.44,6.77,0.00,44.21,8.10,0.00,0.00,0.00,3669.34,6.51,0.00,0.00,93.30,94.79,1.98
1500000US120860120022,Block Group 2; Census Tract 120.02; Miami-Dade County; Florida,0.00,29.54,9.23,0.00,0.00,61.96,3.38,29.54,11.33,44.75,1.87,0.00,0.00,11831.42,1.43,0.00,16.71,96.93,81.10,2.81
1500000US120860120023,Block Group 3; Census Tract 120.02; Miami-Dade County; Florida,0.00,4.66,14.28,1.26,12.52,40.04,5.21,18.25,19.72,27.94,1.22,0.98,11.39,26673.32,0.49,0.00,6.67,80.26,95.12,2.14
1500000US120860120024,Block Group 4; Census Tract 120.02; Miami-Dade County; Florida,0.00,0.00,4.46,0.00,15.52,32.02,5.72,0.00,4.01,0.00,8.19,0.00,8.62,6868.61,5.02,0.00,0.00,42.24,80.61,3.09
1500000US120860121011,Block Group 1; Census Tract 121.01; Miami-Dade County; Florida,6.03,1.57,6.87,0.00,0.00,52.03,4.02,12.84,16.45,10.42,5.26,0.00,0.00,5629.48,0.28,0.00,0.00,35.24,97.43,2.45
1500000US120860121012,Block Group 2; Census Tract 121.01; Miami-Dade County; Florida,0.00,28.31,14.15,0.83,10.61,47.59,1.53,28.31,0.00,38.11,0.00,7.08,10.61,3508.99,3.89,0.00,0.00,15.12,90.09,2.25
1500000US120860121021,Block Group 1; Census Tract 121.02; Miami-Dade County; Florida,0.00,0.00,7.29,0.00,0.00,39.25,0.00,0.00,0.00,19.25,20.25,0.00,0.00,15726.41,0.00,0.00,3.22,50.47,73.22,3.68
1500000US120860121022,Block Group 2; Census Tract 121.02; Miami-Dade County; Florida,7.34,19.87,12.47,0.00,14.21,50.32,5.83,29.37,22.83,7.56,0.00,0.00,21.90,14521.97,0.49,2.05,4.30,66.36,97.77,2.4
1500000US120860121023,Block Group 3; Census Tract 121.02; Miami-Dade County; Florida,0.00,0.00,10.77,0.00,5.34,21.25,6.86,3.30,9.55,30.53,0.00,0.41,5.34,9985.40,2.69,5.34,10.72,93.46,83.29,2.63
1500000US120860121031,Block Group 1; Census Tract 121.03; Miami-Dade County; Florida,0.00,9.04,7.01,3.35,0.00,30.44,0.00,13.65,14.59,0.00,0.00,0.00,0.00,12069.42,5.67,0.00,4.18,37.22,95.82,2.93
1500000US120860121032,Block Group 2; Census Tract 121.03; Miami-Dade County; Florida,0.00,0.00,0.36,0.00,0.00,34.61,4.81,0.00,11.89,11.76,1.25,0.36,19.50,17678.51,0.48,0.00,0.00,71.30,79.31,2.59
1500000US120860121041,Block Group 1; Census Tract 121.04; Miami-Dade County; Florida,0.00,19.83,6.18,0.00,0.89,67.72,13.47,19.83,21.73,18.61,37.32,0.00,1.43,12247.41,3.95,0.00,25.61,73.04,64.39,4.16
1500000US120860121051,Block Group 1; Census Tract 121.05; Miami-Dade County; Florida,0.00,11.56,3.71,0.00,10.48,30.67,0.00,11.56,3.72,18.06,0.00,0.00,0.00,8397.37,1.19,0.00,18.70,70.16,87.40,3.04
1500000US120860121052,Block Group 2; Census Tract 121.05; Miami-Dade County; Florida,0.00,0.00,11.93,2.34,0.00,19.53,3.91,28.14,5.30,4.47,6.54,2.69,0.00,7403.32,2.52,0.00,2.30,39.97,98.31,3.28
1500000US120860122001,Block Group 1; Census Tract 122; Miami-Dade County; Florida,0.00,0.00,29.30,0.50,0.00,10.73,6.77,9.46,27.56,42.77,0.00,3.91,0.00,3899.85,2.59,0.00,0.16,15.70,84.48,3.39
1500000US120860122002,Block Group 2; Census Tract 122; Miami-Dade County; Florida,0.00,5.96,19.24,0.00,1.86,24.87,11.34,10.10,3.96,21.95,2.90,3.14,13.46,1498.31,1.74,0.00,0.00,2.90,88.66,3.56
1500000US120860122003,Block Group 3; Census Tract 122; Miami-Dade County; Florida,0.00,0.00,11.31,1.00,7.72,26.47,0.00,9.24,6.81,47.10,0.00,0.00,7.72,1278.30,3.80,0.00,0.00,0.00,79.28,3.51
1500000US120860123011,Block Group 1; Census Tract 123.01; Miami-Dade County; Florida,0.00,6.96,18.37,0.00,2.94,19.78,2.26,12.67,9.95,36.09,4.68,1.00,4.01,3986.95,2.15,0.00,12.46,23.00,77.30,3.49
1500000US120860123021,Block Group 1; Census Tract 123.02; Miami-Dade County; Florida,0.00,10.24,13.42,0.00,0.00,33.79,3.70,10.24,11.30,30.03,0.00,1.77,1.52,4901.57,1.29,0.00,0.00,20.91,89.07,3.77
1500000US120860123022,Block Group 2; Census Tract 123.02; Miami-Dade County; Florida,0.00,0.00,21.93,0.00,12.43,21.26,1.41,0.00,5.33,22.22,10.69,3.75,12.43,3975.68,0.00,0.00,12.65,23.12,85.38,3.08
1500000US120860123023,Block Group 3; Census Tract 123.02; Miami-Dade County; Florida,8.37,0.00,10.44,0.00,6.17,14.02,4.94,8.37,5.44,26.81,8.50,0.93,15.00,4398.21,3.03,0.00,0.46,16.33,82.31,3.24
1500000US120860124011,Block Group 1; Census Tract 124.01; Miami-Dade County; Florida,0.00,0.00,15.72,2.93,0.00,3.82,8.31,0.00,7.08,16.06,0.00,6.28,0.00,6802.60,3.67,0.00,3.67,0.00,88.76,4.89
1500000US120860124012,Block Group 2; Census Tract 124.01; Miami-Dade County; Florida,0.00,0.00,3.89,0.00,0.00,58.27,3.17,15.11,0.00,27.65,0.00,0.00,5.95,2894.40,0.00,0.00,2.31,41.62,80.69,3.75
1500000US120860124013,Block Group 3; Census Tract 124.01; Miami-Dade County; Florida,0.00,3.12,15.11,0.00,0.00,33.02,3.21,3.12,10.90,47.46,0.00,4.16,0.00,5407.90,6.85,0.00,0.00,39.43,96.60,3.2
1500000US120860124021,Block Group 1; Census Tract 124.02; Miami-Dade County; Florida,0.00,0.00,8.08,0.00,2.94,17.91,3.65,1.65,0.00,14.36,0.00,0.00,0.00,2274.26,2.54,0.00,2.22,4.28,93.42,4.1
1500000US120860124022,Block Group 2; Census Tract 124.02; Miami-Dade County; Florida,0.00,0.00,8.50,0.00,0.00,12.04,2.83,0.00,3.87,28.71,0.00,0.00,0.00,2894.86,0.88,0.00,0.00,2.29,87.48,3.42
1500000US120860124031,Block Group 1; Census Tract 124.03; Miami-Dade County; Florida,0.00,12.30,13.10,0.00,10.70,27.01,2.90,12.30,2.18,19.17,8.49,0.00,13.84,58.97,3.77,8.49,6.03,8.49,84.46,3.18
1500000US120860125011,Block Group 1; Census Tract 125.01; Miami-Dade County; Florida,0.00,5.84,14.70,0.00,0.00,27.49,0.00,11.68,17.14,39.74,0.00,4.28,0.00,4450.67,0.00,20.66,0.00,5.57,95.52,3.12
1500000US120860125012,Block Group 2; Census Tract 125.01; Miami-Dade County; Florida,0.00,0.00,13.57,1.68,0.00,0.00,0.00,0.00,18.00,20.94,0.00,0.00,5.88,78.24,0.00,0.00,0.00,7.56,96.97,3.75
1500000US120860125021,Block Group 1; Census Tract 125.02; Miami-Dade County; Florida,5.39,7.11,16.36,1.26,0.00,14.66,4.00,8.84,37.66,26.41,0.00,2.57,21.38,4328.39,0.61,68.73,1.26,13.07,94.65,4.06
1500000US120860125022,Block Group 2; Census Tract 125.02; Miami-Dade County; Florida,4.09,0.00,21.09,0.35,3.43,11.90,3.52,11.72,19.23,13.24,3.71,3.52,6.86,5785.53,2.43,44.57,0.00,12.71,99.26,3.29
1500000US120860126011,Block Group 1; Census Tract 126.01; Miami-Dade County; Florida,8.77,8.77,0.81,0.00,0.00,27.27,11.07,8.77,6.58,3.71,11.01,0.61,8.26,5062.42,0.00,0.00,2.34,50.15,96.55,3.01
1500000US120860126012,Block Group 2; Census Tract 126.01; Miami-Dade County; Florida,0.00,8.99,18.14,0.00,0.68,40.37,8.27,10.09,14.08,17.96,6.67,0.52,11.97,10671.17,0.00,0.00,0.00,31.29,98.02,2.88
1500000US120860126021,Block Group 1; Census Tract 126.02; Miami-Dade County; Florida,0.00,17.84,17.22,0.00,7.79,17.84,5.19,22.22,10.51,28.12,15.07,3.99,0.00,8445.91,3.34,0.00,0.48,38.96,98.69,4.36
1500000US120860126022,Block Group 2; Census Tract 126.02; Miami-Dade County; Florida,0.00,1.11,13.63,0.00,1.38,33.55,10.23,1.11,13.98,28.19,0.00,3.40,4.77,11424.56,2.79,0.00,0.00,39.85,95.12,3.31
1500000US120860127011,Block Group 1; Census Tract 127.01; Miami-Dade County; Florida,2.90,5.49,7.44,0.00,0.77,15.19,8.29,7.22,0.71,18.48,2.92,1.90,0.77,952.64,1.33,0.00,1.73,23.30,86.08,3.41
1500000US120860127012,Block Group 2; Census Tract 127.01; Miami-Dade County; Florida,0.00,0.00,19.82,0.00,13.78,30.86,4.35,0.00,3.41,39.21,1.46,1.40,6.59,2974.20,0.94,0.00,0.59,1.91,91.12,3.1
1500000US120860127021,Block Group 1; Census Tract 127.02; Miami-Dade County; Florida,0.00,0.00,18.44,0.00,0.00,44.94,11.27,0.00,0.00,26.03,0.00,0.00,14.92,916.04,3.32,0.00,0.00,0.00,91.91,3.04
1500000US120860127022,Block Group 2; Census Tract 127.02; Miami-Dade County; Florida,0.00,0.00,21.66,0.30,0.00,2.17,1.38,4.35,5.33,14.95,6.99,1.46,5.62,2153.24,0.00,0.00,1.55,8.90,88.24,3.18
1500000US120860127023,Block Group 3; Census Tract 127.02; Miami-Dade County; Florida,0.00,0.00,16.82,0.00,0.00,25.79,9.84,0.00,2.99,20.37,5.98,0.00,8.83,1531.16,0.00,0.00,15.90,5.98,83.36,3.1
1500000US120860128011,Block Group 1; Census Tract 128.01; Miami-Dade County; Florida,0.00,0.00,18.12,0.45,0.00,6.87,3.94,0.00,4.86,17.38,0.00,1.15,0.00,4538.36,3.30,0.00,0.00,9.82,98.70,3.2
